feature_1,feature_2,feature_3,feature_4,category_1,category_2,target,product_feature_2_feature_4,product_feature_1_feature_4,square_feature_2,square_feature_1,sum_feature_2_feature_4,sum_feature_1_feature_4,mean_feature_2_feature_4,mean_feature_1_feature_4
0.59122779787785,0.6038515097198207,0.4167299035364239,0.5747914747454766,0,2,1,0.34708869979913826,0.33983269785272996,0.3646366457909067,0.3495503089834918,1.1786429844652972,1.1660192726233265,0.5893214922326486,0.5830096363116632
0.4745530990401287,0.49451153191461605,0.5007154856805621,0.5363855378510956,1,0,0,0.26524883401959054,0.25454341926754365,0.24454165519654034,0.2252006438085902,1.0308970697657116,1.0109386368912243,0.5154485348828558,0.5054693184456122
0.6189687248197351,0.6263470629730614,0.40187765177405993,0.6531054055336962,2,2,1,0.40907065256786085,0.4042518200360679,0.39231064329498017,0.3831222823049689,1.2794524685067576,1.2720741303534313,0.6397262342533788,0.6360370651767157
0.7798091187173586,0.7405814923624787,0.18378971159749297,0.7372820491358534,2,1,1,0.5460174402410967,0.574939264982758,0.5484609468298361,0.6081022616347435,1.477863541498332,1.517091167853212,0.738931770749166,0.758545583926606
0.4569338731273421,0.4549195348840035,0.5740612390083412,0.4607413067288441,1,2,0,0.20960022095893374,0.21052830979336348,0.20695178321907806,0.20878856441115398,0.9156608416128476,0.9176751798561862,0.4578304208064238,0.4588375899280931
0.4569368898678212,0.436820015735138,0.5346037509764834,0.4373777687529592,1,0,0,0.1910553638288672,0.1998540373513043,0.19081172614684622,0.20879132132207737,0.8741977844880973,0.8943146586207804,0.43709889224404863,0.4471573293103902
0.7901325082694264,0.7822365060188547,0.1293835818298989,0.7966627085222381,2,0,1,0.6231786535899528,0.6294691041293909,0.6118939513485858,0.6243093806241351,1.5788992145410927,1.5867952167916646,0.7894496072705464,0.7933976083958323
0.6409715985926604,0.656728430502981,0.3142904426890569,0.6265137827527424,2,0,1,0.4114494132356941,0.40157754087136005,0.4312922314309088,0.4108445902024306,1.2832422132557233,1.2674853813454028,0.6416211066278616,0.6337426906727014
0.4136945979745303,0.4206678613197704,0.5739315565693069,0.45257579029841105,1,0,0,0.19038408978993748,0.18722815962050648,0.17696144954734958,0.17114322039330823,0.8732436516181814,0.8662703882729413,0.4366218258090907,0.43313519413647067
0.5996517931987557,0.6190740356916815,0.448223646801044,0.6305486494360788,2,2,1,0.39035629710633263,0.37810962833339823,0.38325266166758537,0.3595822730864833,1.2496226851277603,1.2302004426348345,0.6248113425638802,0.6151002213174173
0.41480749058887956,0.422426379238336,0.6240855081749134,0.4140308582563978,1,1,0,0.17489755634619084,0.17174310133969645,0.17844404587641044,0.1720652542486434,0.8364572374947338,0.8288383488452773,0.4182286187473669,0.41441917442263865
0.41438265881833664,0.39232689146770716,0.6523861757574678,0.37622513700299565,1,1,0,0.14760323849239754,0.1559011725855943,0.15392038976871408,0.171712987929354,0.7685520284707028,0.7906077958213322,0.3842760142353514,0.3953038979106661
0.5444181796824931,0.49827588550165364,0.5007154856805621,0.5285510993239111,0,1,0,0.2633642670484943,0.28775282736310426,0.24827885807245703,0.2963911543687993,1.0268269848255647,1.0729692790064043,0.5134134924127823,0.5364846395032021
0.14840116523238184,0.15654817634557855,0.8481472397842489,0.15515435967615826,3,1,0,0.024289132059368546,0.023025087766825963,0.02450733151712636,0.022022905842328695,0.3117025360217368,0.3035555249085401,0.1558512680108684,0.15177776245427005
0.18301198951154202,0.18407220457985257,0.8251935256734111,0.1627431795704724,3,1,0,0.02995649584387168,0.029783953072626296,0.033882576498887096,0.03349338830497277,0.346815384150325,0.3457551690820144,0.1734076920751625,0.1728775845410072
0.3966405618265457,0.3806686357262381,0.592555150366908,0.3683910539596051,3,1,1,0.14023491992455384,0.14611883461441108,0.14490861022567536,0.15732373528607785,0.7490596896858432,0.7650316157861508,0.3745298448429216,0.3825158078930754
0.3138550161721251,0.2860355720493322,0.6693499247296558,0.3161096400928863,3,0,0,0.09041860173427725,0.09921259620351747,0.08181634847758873,0.0985049711764049,0.6021452121422185,0.6299646562650114,0.30107260607110925,0.3149823281325057
0.5577002645619294,0.5436812612468069,0.3685138164278511,0.48570310878951706,0,2,0,0.2640676787781797,0.27087675227046526,0.29558931383091874,0.3110295850924461,1.029384370036324,1.0434033733514465,0.514692185018162,0.5217016866757233
0.33311288266781536,0.33225988482388114,0.6744655363040907,0.32156723532572884,3,0,0,0.10684389257246055,0.10711818873087328,0.11039663106317876,0.11096419259926173,0.65382712014961,0.6546801179935442,0.326913560074805,0.3273400589967721
0.24045356012507912,0.25656912408649774,0.7226656074727132,0.29775896904976573,3,1,0,0.07639575787799699,0.07159720416718941,0.06582771543451267,0.057817914576825044,0.5543280931362635,0.5382125291748449,0.27716404656813176,0.26910626458742243
0.7692655782199891,0.7687647882315174,0.21628442817641302,0.7598911056412492,2,1,1,0.5841775249073086,0.5845580707653424,0.5909992996246498,0.5917695298341341,1.5286558938727666,1.5291566838612383,0.7643279469363833,0.7645783419306191
0.4584731264620167,0.488350016310549,0.625103800668255,0.4983962691216011,1,0,1,0.24339182615465066,0.22850129572118513,0.23848573843051346,0.21019760768785636,0.98674628543215,0.9568693955836178,0.493373142716075,0.4784346977918089
0.5123666319393252,0.49358690855918214,0.4674031947637004,0.5327059259953625,0,0,0,0.2629366711832074,0.2729407411163633,0.24362803630101043,0.26251956552484795,1.0262928345545446,1.0450725579346876,0.5131464172772723,0.5225362789673438
0.23816693680673018,0.25821120740327497,0.7821192883608468,0.29300302330922906,3,1,0,0.07565666442148596,0.06978363253667005,0.06667302762865708,0.056723489787901,0.5512142307125041,0.5311699601159592,0.27560711535625204,0.2655849800579796
0.39993049647123907,0.4024450177346102,0.6399005117568359,0.3879380012490881,3,0,0,0.15612371579261852,0.15514823743960798,0.16196199229941075,0.15994440200773177,0.7903830189836983,0.7878684977203272,0.39519150949184917,0.3939342488601636
0.5203401730401751,0.5327534583542719,0.4894749233191732,0.5278723484280056,0,0,1,0.28122581919461115,0.274673189124152,0.2838262473884369,0.2707538956794794,1.0606258067822774,1.0482125214681806,0.5303129033911387,0.5241062607340903
0.2884682286998771,0.28390891534822515,0.7331297731750004,0.3188584222422945,3,0,0,0.09052674880845622,0.09198052427027219,0.08060427221420567,0.0832139189692446,0.6027673375905196,0.6073266509421715,0.3013836687952598,0.30366332547108577
